contentid;pagetitle;tmplvarid;value
7531998;NV1-F-2N;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7531998;NV1-F-2N;18;"{""18"":""0,09"",""25"":""2""}"
7531998;NV1-F-2N;21;"NPT 1/8"" внутр."
7531998;NV1-F-2N;38;V15A-F-2N-BH
7531998;NV1-F-2N;39;V15A-F-2N
7531998;NV1-F-2N;71;"от -54&#176;C до 232&#176;C"
7531998;NV1-F-2N;82;PTFE (стандарт)
7531998;NV1-F-2N;83;V
7531998;NV1-F-2N;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7531998;NV1-F-2N;91;SS-OVF2
7531998;NV1-F-2N;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7531998;NV1-F-2N;96;V-образная (стандарт)
7531998;NV1-F-2N;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7531998;NV1-F-2N;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7531998;NV1-F-2N;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7531998;NV1-F-2N;123;2F-V2B-SS
7531998;NV1-F-2N;126;2F-V2B-SS
7531999;NV1-F-2R;6;assets/images/NV_F_s100.jpg
7531999;NV1-F-2R;16;"RT 1/8"""
7531999;NV1-F-2R;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7531999;NV1-F-2R;18;"{""18"":""0,09"",""25"":""2""}"
7531999;NV1-F-2R;21;"RT 1/8"" внутр."
7531999;NV1-F-2R;38;V15A-F-2R-BH
7531999;NV1-F-2R;39;V15A-F-2R
7531999;NV1-F-2R;71;"от -54&#176;C до 232&#176;C"
7531999;NV1-F-2R;82;PTFE (стандарт)
7531999;NV1-F-2R;83;V
7531999;NV1-F-2R;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7531999;NV1-F-2R;91;SS-OVF2RT
7531999;NV1-F-2R;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7531999;NV1-F-2R;96;V-образная (стандарт)
7531999;NV1-F-2R;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7531999;NV1-F-2R;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7531999;NV1-F-2R;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7531999;NV1-F-2R;123;2KF-V2B-SS
7531999;NV1-F-2R;126;2KF-V2B-SS
7532000;NV2-F-2N;6;assets/images/NV_F_s100.jpg
7532000;NV2-F-2N;16;"NPT 1/8"""
7532000;NV2-F-2N;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532000;NV2-F-2N;18;"{""18"":""0,37"",""25"":""4,3""}"
7532000;NV2-F-2N;21;"NPT 1/8"" внутр."
7532000;NV2-F-2N;38;V15B-F-2N-BH
7532000;NV2-F-2N;39;V15B-F-2N
7532000;NV2-F-2N;71;"от -54&#176;C до 232&#176;C"
7532000;NV2-F-2N;82;PTFE (стандарт)
7532000;NV2-F-2N;83;V
7532000;NV2-F-2N;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532000;NV2-F-2N;91;SS-1VF2
7532000;NV2-F-2N;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532000;NV2-F-2N;96;V-образная (стандарт)
7532000;NV2-F-2N;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532000;NV2-F-2N;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532000;NV2-F-2N;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532000;NV2-F-2N;123;2F-V4B-SS
7532000;NV2-F-2N;126;2F-V4B-SS
7532001;NV2-F-2R;6;assets/images/NV_F_s100.jpg
7532001;NV2-F-2R;16;"RT 1/8"""
7532001;NV2-F-2R;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532001;NV2-F-2R;18;"{""18"":""0,37"",""25"":""4,3""}"
7532001;NV2-F-2R;21;"RT 1/8"" внутр."
7532001;NV2-F-2R;38;V15B-F-2R-BH
7532001;NV2-F-2R;39;V15B-F-2R
7532001;NV2-F-2R;71;"от -54&#176;C до 232&#176;C"
7532001;NV2-F-2R;82;PTFE (стандарт)
7532001;NV2-F-2R;83;V
7532001;NV2-F-2R;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532001;NV2-F-2R;91;SS-1VF2RT
7532001;NV2-F-2R;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532001;NV2-F-2R;96;V-образная (стандарт)
7532001;NV2-F-2R;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532001;NV2-F-2R;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532001;NV2-F-2R;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532001;NV2-F-2R;123;2KF-V4B-SS
7532001;NV2-F-2R;126;2KF-V4B-SS
7532002;NV3-F-4N;6;assets/images/NV_F_s100.jpg
7532002;NV3-F-4N;16;"NPT 1/4"""
7532002;NV3-F-4N;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532002;NV3-F-4N;18;"{""18"":""0,73"",""25"":""6,3""}"
7532002;NV3-F-4N;21;"NPT 1/4"" внутр."
7532002;NV3-F-4N;38;V15C-F-4N-BH
7532002;NV3-F-4N;39;V15C-F-4N
7532002;NV3-F-4N;71;"от -54&#176;C до 232&#176;C"
7532002;NV3-F-4N;82;PTFE (стандарт)
7532002;NV3-F-4N;83;V
7532002;NV3-F-4N;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532002;NV3-F-4N;91;SS-1VF4
7532002;NV3-F-4N;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532002;NV3-F-4N;96;V-образная (стандарт)
7532002;NV3-F-4N;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532002;NV3-F-4N;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532002;NV3-F-4N;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532002;NV3-F-4N;123;4F-V6B-SS
7532002;NV3-F-4N;126;4F-V6B-SS
7532003;NV3-F-4R;6;assets/images/NV_F_s100.jpg
7532003;NV3-F-4R;16;"RT 1/4"""
7532003;NV3-F-4R;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532003;NV3-F-4R;18;"{""18"":""0,73"",""25"":""6,3""}"
7532003;NV3-F-4R;21;"RT 1/4"" внутр."
7532003;NV3-F-4R;38;V15C-F-4R-BH
7532003;NV3-F-4R;39;V15C-F-4R
7532003;NV3-F-4R;71;"от -54&#176;C до 232&#176;C"
7532003;NV3-F-4R;82;PTFE (стандарт)
7532003;NV3-F-4R;83;V
7532003;NV3-F-4R;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532003;NV3-F-4R;91;SS-1VF4RT
7532003;NV3-F-4R;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532003;NV3-F-4R;96;V-образная (стандарт)
7532003;NV3-F-4R;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532003;NV3-F-4R;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532003;NV3-F-4R;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532003;NV3-F-4R;123;4KF-V6B-SS
7532003;NV3-F-4R;126;4KF-V6B-SS
7532004;NV4-F-6N;6;assets/images/NV_F_s100.jpg
7532004;NV4-F-6N;16;"NPT 3/8"""
7532004;NV4-F-6N;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532004;NV4-F-6N;18;"{""18"":""1,8"",""25"":""9,5""}"
7532004;NV4-F-6N;21;"NPT 3/8"" внутр."
7532004;NV4-F-6N;38;V15D-F-6N-BH
7532004;NV4-F-6N;39;V15D-F-6N
7532004;NV4-F-6N;71;"от -54&#176;C до 232&#176;C"
7532004;NV4-F-6N;82;PTFE (стандарт)
7532004;NV4-F-6N;83;V
7532004;NV4-F-6N;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532004;NV4-F-6N;91;SS-18VF6
7532004;NV4-F-6N;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532004;NV4-F-6N;96;V-образная (стандарт)
7532004;NV4-F-6N;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532004;NV4-F-6N;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532004;NV4-F-6N;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532004;NV4-F-6N;123;6F-V8B-SS
7532004;NV4-F-6N;126;6F-V8B-SS
7532005;NV4-F-6R;6;assets/images/NV_F_s100.jpg
7532005;NV4-F-6R;16;"RT 3/8"""
7532005;NV4-F-6R;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532005;NV4-F-6R;18;"{""18"":""1,8"",""25"":""9,5""}"
7532005;NV4-F-6R;21;"RT 3/8"" внутр."
7532005;NV4-F-6R;38;V15D-F-6R-BH
7532005;NV4-F-6R;39;V15D-F-6R
7532005;NV4-F-6R;71;"от -54&#176;C до 232&#176;C"
7532005;NV4-F-6R;82;PTFE (стандарт)
7532005;NV4-F-6R;83;V
7532005;NV4-F-6R;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532005;NV4-F-6R;91;SS-18VF6RT
7532005;NV4-F-6R;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532005;NV4-F-6R;96;V-образная (стандарт)
7532005;NV4-F-6R;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532005;NV4-F-6R;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532005;NV4-F-6R;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532005;NV4-F-6R;123;6KF-V8B-SS
7532005;NV4-F-6R;126;6KF-V8B-SS
7532006;NV4-F-8N;6;assets/images/NV_F_s100.jpg
7532006;NV4-F-8N;16;"NPT 1/2"""
7532006;NV4-F-8N;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532006;NV4-F-8N;18;"{""18"":""1,8"",""25"":""9,5""}"
7532006;NV4-F-8N;21;"NPT 1/2"" внутр."
7532006;NV4-F-8N;38;V15D-F-8N-BH
7532006;NV4-F-8N;39;V15D-F-8N
7532006;NV4-F-8N;71;"от -54&#176;C до 232&#176;C"
7532006;NV4-F-8N;82;PTFE (стандарт)
7532006;NV4-F-8N;83;V
7532006;NV4-F-8N;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532006;NV4-F-8N;91;SS-18VF8
7532006;NV4-F-8N;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532006;NV4-F-8N;96;V-образная (стандарт)
7532006;NV4-F-8N;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532006;NV4-F-8N;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532006;NV4-F-8N;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532006;NV4-F-8N;123;8F-V8B-SS
7532006;NV4-F-8N;126;8F-V8B-SS
7532007;NV4-F-8R;6;assets/images/NV_F_s100.jpg
7532007;NV4-F-8R;16;"RT 1/2"""
7532007;NV4-F-8R;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532007;NV4-F-8R;18;"{""18"":""1,8"",""25"":""9,5""}"
7532007;NV4-F-8R;21;"RT 1/2"" внутр."
7532007;NV4-F-8R;38;V15D-F-8R-BH
7532007;NV4-F-8R;39;V15D-F-8R
7532007;NV4-F-8R;71;"от -54&#176;C до 232&#176;C"
7532007;NV4-F-8R;82;PTFE (стандарт)
7532007;NV4-F-8R;83;V
7532007;NV4-F-8R;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532007;NV4-F-8R;91;SS-18VF8RT
7532007;NV4-F-8R;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532007;NV4-F-8R;96;V-образная (стандарт)
7532007;NV4-F-8R;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532007;NV4-F-8R;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532007;NV4-F-8R;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532007;NV4-F-8R;123;8KF-V8B-SS
7532007;NV4-F-8R;126;8KF-V8B-SS
7532008;NV2-F-2G;6;assets/images/NV_F_s100.jpg
7532008;NV2-F-2G;16;"G 1/8"""
7532008;NV2-F-2G;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532008;NV2-F-2G;18;"{""18"":""0,37"",""25"":""4,3""}"
7532008;NV2-F-2G;21;"G 1/8"" внутр."
7532008;NV2-F-2G;38;V15B-F-2G-BH
7532008;NV2-F-2G;39;V15B-F-2G
7532008;NV2-F-2G;71;"от -54&#176;C до 232&#176;C"
7532008;NV2-F-2G;82;PTFE (стандарт)
7532008;NV2-F-2G;83;V
7532008;NV2-F-2G;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532008;NV2-F-2G;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532008;NV2-F-2G;96;V-образная (стандарт)
7532008;NV2-F-2G;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532008;NV2-F-2G;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532008;NV2-F-2G;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532009;NV3-F-4G;6;assets/images/NV_F_s100.jpg
7532009;NV3-F-4G;16;"G 1/4"""
7532009;NV3-F-4G;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532009;NV3-F-4G;18;"{""18"":""0,73"",""25"":""6,3""}"
7532009;NV3-F-4G;21;"G 1/4"" внутр."
7532009;NV3-F-4G;38;V15C-F-4G-BH
7532009;NV3-F-4G;39;V15C-F-4G
7532009;NV3-F-4G;71;"от -54&#176;C до 232&#176;C"
7532009;NV3-F-4G;82;PTFE (стандарт)
7532009;NV3-F-4G;83;V
7532009;NV3-F-4G;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532009;NV3-F-4G;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532009;NV3-F-4G;96;V-образная (стандарт)
7532009;NV3-F-4G;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
7532009;NV3-F-4G;120;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532009;NV3-F-4G;121;"<div class=""elemento info"" mat=""PTFE"">PTFE (стандарт)</div>"
7532010;NV4-F-8G;6;assets/images/NV_F_s100.jpg
7532010;NV4-F-8G;16;"G 1/2"""
7532010;NV4-F-8G;17;"<span class=""help"" title=""Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры."">414бар<sup>*</sup></span>"
7532010;NV4-F-8G;18;"{""18"":""1,8"",""25"":""9,5""}"
7532010;NV4-F-8G;21;"G 1/2"" внутр."
7532010;NV4-F-8G;38;V15D-F-8G-BH
7532010;NV4-F-8G;39;V15D-F-8G
7532010;NV4-F-8G;71;"от -54&#176;C до 232&#176;C"
7532010;NV4-F-8G;82;PTFE (стандарт)
7532010;NV4-F-8G;83;V
7532010;NV4-F-8G;86;"Проходной<br><img src=""assets/images/NV_H_s100.jpg"">"
7532010;NV4-F-8G;95;"V-образная (стандарт)<br><img src=""assets/images/NV-needle-V.jpg"">"
7532010;NV4-F-8G;96;V-образная (стандарт)
7532010;NV4-F-8G;108;SS316::Корпус|1|1//SS316::Игла|1|2//SS316::Шайба сальника|1|3//PTFE::Сальник|1|4//SS316::Проставка уплотнения|1|5//SS316::Гайка уплотения|1|6//SS316::Рукоятка|0|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10
